Movie_Name,Genre,City,Screen_Type,Show_Time,Total_Seats,Tickets_Sold,Occupancy_Rate,Ticket_Price,Ticket_Sales,Concession_Sales,Total_Revenue,Show_Date
Provide manage,Horror,New York,3D,Evening,150,94,0.6329017156511872,15,1410,566.598775854135,1976.598775854135,2025-03-08
So operation size,Drama,Miami,3D,Evening,200,178,0.8921524542602669,15,2670,1167.7883636673623,3837.7883636673623,2024-10-10
Collection water,Horror,Chicago,IMAX,Evening,150,106,0.7101783265791104,18,1908,576.9830407520413,2484.9830407520412,2025-03-12
Source alone help,Action,Chicago,3D,Morning,150,109,0.7279160512683329,15,1635,706.5560986732125,2341.5560986732125,2024-10-05
Answer former,Action,Houston,Standard,Afternoon,200,134,0.6727099225941712,10,1340,467.8714731468769,1807.871473146877,2024-08-14
Issue summer,Drama,Miami,3D,Afternoon,150,70,0.473046501751369,15,1050,383.13847476342147,1433.1384747634215,2025-02-23
Protect similar center,Comedy,Houston,Standard,Late Night,100,50,0.5034675251523807,10,500,347.2362810940642,847.2362810940642,2024-07-08
Color themselves,Action,Chicago,IMAX,Evening,200,170,0.8544941226371742,18,3060,731.3571356310844,3791.3571356310845,2024-07-15
Attention time,Horror,Houston,IMAX,Late Night,200,109,0.5497837001840189,18,1962,594.0902626079823,2556.0902626079824,2024-06-16
Role change,Horror,New York,3D,Late Night,200,107,0.5394527305137005,15,1605,687.8388000978968,2292.8388000978966,2024-08-19
Professor might,Drama,New York,Standard,Late Night,200,91,0.456731613097597,10,910,344.0080116923666,1254.0080116923666,2025-01-04
According condition,Comedy,Los Angeles,Standard,Morning,150,99,0.6635398598390191,10,990,612.5410211271613,1602.5410211271615,2024-10-15
Second assume generation happy,Comedy,Chicago,Standard,Late Night,150,136,0.9093787378864717,10,1360,927.5478646675436,2287.5478646675438,2024-12-25
Choose political,Comedy,Houston,Standard,Afternoon,100,43,0.43987006286185903,10,430,158.3144782003718,588.3144782003718,2024-08-31
Employee lot know,Action,New York,IMAX,Late Night,100,60,0.6036329185009137,18,1080,402.96083437615755,1482.9608343761574,2024-11-08
Trade dream,Comedy,Chicago,3D,Evening,200,182,0.9118330833123143,15,2730,733.5535790681763,3463.553579068176,2024-07-08
Agent key join,Comedy,Houston,Standard,Morning,200,117,0.5880537913131427,10,1170,647.5005532167401,1817.5005532167402,2025-03-26
Different practice,Comedy,Houston,IMAX,Evening,200,153,0.76785576943746,18,2754,927.9984806581934,3681.9984806581933,2024-10-20
Soldier big,Horror,Miami,IMAX,Evening,200,108,0.540640970777968,18,1944,644.9620981063922,2588.962098106392,2024-12-05
Air phone,Comedy,Houston,Standard,Late Night,100,66,0.6642460645811472,10,660,266.40080242262894,926.4008024226289,2024-12-05
Deal meet,Action,Chicago,IMAX,Morning,150,85,0.5719283602493177,18,1530,506.79761440566296,2036.797614405663,2025-04-07
Thought sometimes,Sci-Fi,Los Angeles,Standard,Morning,150,112,0.7478594993519794,10,1120,393.08302496591193,1513.083024965912,2025-01-24
Indeed age matter,Drama,Chicago,3D,Morning,100,77,0.7781079077347126,15,1155,412.7384133410881,1567.738413341088,2025-01-22
Major particularly,Drama,Los Angeles,3D,Late Night,150,148,0.988434546302792,15,2220,916.1307383935666,3136.1307383935664,2024-05-11
Say along speech,Action,Los Angeles,Standard,Afternoon,150,103,0.6869449759820363,10,1030,312.78567103875196,1342.7856710387518,2024-12-21
Budget win,Drama,Houston,3D,Afternoon,100,64,0.6488694474873249,15,960,319.95716224666774,1279.9571622466678,2024-11-03
Pm state add,Comedy,Houston,IMAX,Evening,200,145,0.7291576452366003,18,2610,820.9034084714497,3430.9034084714494,2024-07-03
Popular three anything drop,Drama,New York,Standard,Evening,200,129,0.6470250560783967,10,1290,898.0129177817523,2188.0129177817525,2024-06-11
Your police lose,Comedy,New York,3D,Late Night,150,97,0.6507725765192537,15,1455,404.10010070507604,1859.100100705076,2025-04-13
None become agreement,Comedy,Houston,IMAX,Evening,200,131,0.6556897884791455,18,2358,503.36125690034515,2861.3612569003453,2024-09-03
Help,Comedy,Los Angeles,Standard,Morning,150,93,0.6252691464404421,10,930,549.5911122095027,1479.5911122095026,2024-07-10
Ok plant whatever,Action,Chicago,Standard,Afternoon,200,159,0.7976396303411939,10,1590,726.4936244382922,2316.493624438292,2024-06-14
Task lot,Drama,Houston,Standard,Late Night,150,67,0.4490186152080538,10,670,305.80490937269195,975.804909372692,2024-08-20
Best election official,Drama,Miami,Standard,Evening,200,174,0.8709817841693568,10,1740,1164.4523952587258,2904.452395258726,2025-03-06
Old ago decade,Comedy,Miami,3D,Morning,150,119,0.7975672601009798,15,1785,715.0788444626933,2500.0788444626933,2024-10-06
Able guy,Horror,Miami,IMAX,Evening,200,136,0.6822897209513381,18,2448,497.0497905759039,2945.049790575904,2024-06-30
Phone choice,Drama,Los Angeles,3D,Late Night,100,28,0.2817217651487108,15,420,107.49383062445584,527.4938306244559,2024-08-16
Region friend right cover,Drama,Los Angeles,Standard,Morning,200,101,0.5088267019358351,10,1010,648.8810835225551,1658.881083522555,2024-06-15
Ability provide way,Horror,New York,Standard,Afternoon,150,119,0.7945491819841664,10,1190,680.4159463989005,1870.4159463989004,2024-07-17
Support country season,Drama,Los Angeles,IMAX,Morning,150,89,0.5965697906551677,18,1602,330.9493050608225,1932.9493050608226,2024-11-06
Man,Sci-Fi,New York,IMAX,Evening,150,82,0.5501046651557633,18,1476,564.0704472715438,2040.0704472715438,2024-04-30
Thus meet,Action,Houston,IMAX,Morning,100,52,0.5242837618157674,18,936,238.50211779500682,1174.5021177950068,2025-02-13
Space look whose,Horror,Chicago,Standard,Afternoon,200,145,0.726093003975683,10,1450,1009.8750968373464,2459.8750968373465,2024-07-02
Share reveal,Drama,New York,3D,Late Night,200,136,0.6820100352302069,15,2040,763.3383377950217,2803.3383377950217,2025-02-20
Among great,Action,Chicago,IMAX,Morning,100,56,0.5641601851245458,18,1008,195.33955011952614,1203.3395501195262,2024-11-15
With minute watch,Sci-Fi,Miami,IMAX,Morning,200,108,0.5449763382277969,18,1944,750.5349129987985,2694.5349129987985,2024-05-24
Situation,Sci-Fi,Houston,3D,Morning,100,54,0.5412362776434267,15,810,244.9353336735469,1054.935333673547,2024-05-21
Wind rich,Action,Houston,3D,Afternoon,150,69,0.4616384723252246,15,1035,224.52553112059837,1259.5255311205983,2024-07-23
Political interesting,Action,Miami,IMAX,Late Night,150,126,0.8423063534204163,18,2268,658.2543225586509,2926.254322558651,2024-12-06
Century research that,Action,Miami,Standard,Late Night,200,110,0.551651929618299,10,1100,698.3433334326556,1798.3433334326555,2025-02-23
Believe state,Comedy,Miami,Standard,Morning,200,156,0.7825737781238244,10,1560,1028.1038341016433,2588.1038341016433,2024-12-23
Entire production,Action,Los Angeles,Standard,Afternoon,200,165,0.8281974077883677,10,1650,790.1736996199083,2440.1736996199083,2024-05-22
Live reason speech,Comedy,Chicago,IMAX,Morning,200,149,0.749746634722194,18,2682,569.9130205286573,3251.9130205286574,2024-09-07
Safe different,Action,Los Angeles,IMAX,Evening,100,63,0.6352569530922927,18,1134,435.94196557573014,1569.9419655757301,2024-07-13
Meet boy,Sci-Fi,Miami,3D,Evening,100,76,0.7605595135504913,15,1140,356.6076034980963,1496.6076034980963,2024-12-14
At art major,Action,New York,IMAX,Evening,200,139,0.6963706590413625,18,2502,919.9684494080976,3421.9684494080975,2025-01-09
From when church other,Comedy,Chicago,Standard,Late Night,200,92,0.4644447208904807,10,920,456.4829596265953,1376.4829596265954,2024-06-13
Card create nothing,Sci-Fi,Chicago,Standard,Evening,200,149,0.7486538922582404,10,1490,751.311846353593,2241.311846353593,2024-10-27
Husband rate,Comedy,New York,Standard,Morning,100,42,0.4231440313260296,10,420,157.5963733777412,577.5963733777412,2024-07-19
Camera tell arrive,Sci-Fi,Chicago,IMAX,Afternoon,200,155,0.7781519082692345,18,2790,598.9447798349377,3388.9447798349374,2025-03-04
So fly point,Sci-Fi,Chicago,3D,Afternoon,150,79,0.530307405405241,15,1185,260.49765239471316,1445.4976523947132,2024-08-13
Group she,Comedy,Chicago,3D,Late Night,150,94,0.6301739483809259,15,1410,453.48147361951715,1863.4814736195171,2024-09-06
Effort owner professional,Comedy,Chicago,Standard,Late Night,200,128,0.6424931807319213,10,1280,488.3266032049486,1768.3266032049487,2024-05-18
Step,Drama,Chicago,Standard,Afternoon,200,112,0.5611642539443884,10,1120,630.4784877464284,1750.4784877464285,2024-08-06
While maintain country,Horror,Miami,Standard,Afternoon,100,68,0.6880040702212912,10,680,290.0500123347798,970.0500123347798,2024-12-12
Serve around,Sci-Fi,Houston,3D,Morning,100,52,0.5287644515066213,15,780,172.12511617083882,952.1251161708389,2024-07-15
Home pay raise ask,Sci-Fi,New York,Standard,Morning,150,109,0.7306945946185865,10,1090,355.75828060209653,1445.7582806020964,2025-02-20
Term represent let,Drama,New York,3D,Evening,100,49,0.49810304796298766,15,735,317.295652631127,1052.295652631127,2024-08-31
Others involve song,Action,Los Angeles,3D,Morning,150,92,0.6189569369319617,15,1380,636.4505585767972,2016.4505585767972,2025-03-17
Glass which according blood,Action,Los Angeles,3D,Morning,100,89,0.8908393498587427,15,1335,454.42533972326333,1789.4253397232633,2024-10-24
Despite paper enjoy,Action,Chicago,Standard,Late Night,200,89,0.4499503013091638,10,890,391.2084753316803,1281.2084753316803,2025-02-08
Defense compare,Sci-Fi,Miami,3D,Evening,100,59,0.5983382544212722,15,885,388.59057741850114,1273.5905774185012,2024-12-15
Section mention easy attack,Comedy,Los Angeles,3D,Late Night,150,101,0.6770861774488373,15,1515,628.6583383938971,2143.658338393897,2025-01-30
Well result arm along,Horror,Miami,Standard,Late Night,200,125,0.6269372672909397,10,1250,438.786101561267,1688.786101561267,2024-12-23
Entire sea available,Comedy,New York,Standard,Afternoon,100,65,0.6525945148910338,10,650,293.48817279611376,943.4881727961138,2024-09-28
Theory perhaps up ability,Comedy,Chicago,IMAX,Evening,200,154,0.7733780695221495,18,2772,836.9610421779613,3608.961042177961,2024-06-20
Here law,Drama,Houston,IMAX,Late Night,150,104,0.6952082202842654,18,1872,520.9273661920203,2392.92736619202,2025-03-17
Field choice without paper,Drama,Chicago,3D,Afternoon,200,153,0.7664549762934334,15,2295,984.0479422897746,3279.0479422897747,2024-11-26
Police fire generation,Action,Chicago,3D,Evening,200,152,0.7614727985392769,15,2280,504.3207191126754,2784.3207191126753,2024-08-20
Themselves else mouth,Sci-Fi,Los Angeles,IMAX,Afternoon,100,56,0.5638113518072186,18,1008,186.9470670709291,1194.947067070929,2025-02-02
Night message myself,Action,Chicago,Standard,Late Night,150,105,0.7008860551804097,10,1050,599.3538864973679,1649.353886497368,2024-11-07
Summer one,Sci-Fi,Los Angeles,3D,Late Night,200,176,0.8849822902342823,15,2640,1230.5599157545641,3870.559915754564,2024-09-28
View something,Horror,Miami,Standard,Morning,100,58,0.580104938042614,10,580,316.9784928271375,896.9784928271374,2024-06-21
Where,Sci-Fi,New York,Standard,Late Night,200,90,0.45382060429940374,10,900,394.2218253606665,1294.2218253606666,2024-09-16
Recent buy seven side,Sci-Fi,Miami,Standard,Morning,150,114,0.7660621003930459,10,1140,781.8792069915737,1921.8792069915737,2024-08-06
Case soldier,Action,Miami,IMAX,Afternoon,150,87,0.5819428254069603,18,1566,553.1143094181638,2119.114309418164,2025-03-03
Special,Horror,Miami,3D,Morning,150,41,0.27409956809789454,15,615,185.1715416011167,800.1715416011167,2025-04-17
Writer rather establish,Comedy,Chicago,IMAX,Evening,200,165,0.8271132515725632,18,2970,1056.512853397676,4026.512853397676,2024-09-28
Reason suffer week,Horror,New York,3D,Evening,150,92,0.6197007721069115,15,1380,373.4282898784299,1753.42828987843,2025-03-23
Prevent defense get,Comedy,New York,Standard,Late Night,150,87,0.5864200076543759,10,870,584.3299343043773,1454.3299343043773,2024-07-29
How particularly huge,Sci-Fi,Miami,IMAX,Late Night,150,97,0.6497970495853521,18,1746,313.3087309154026,2059.3087309154025,2024-12-21
Draw way fact,Drama,New York,Standard,Late Night,150,94,0.62857495196686,10,940,415.06367188910906,1355.0636718891092,2025-04-06
Along could loss,Horror,New York,3D,Afternoon,150,105,0.7064177725708559,15,1575,318.7227678489824,1893.7227678489824,2024-09-22
Enter free,Action,Houston,3D,Afternoon,200,106,0.5346770444145235,15,1590,536.0710862053053,2126.071086205305,2024-07-09
Under finish,Horror,Los Angeles,3D,Morning,100,67,0.6769658697264124,15,1005,242.70894734719363,1247.7089473471935,2024-06-09
Enjoy late,Horror,Chicago,IMAX,Late Night,150,84,0.5610679983624124,18,1512,352.55974407844656,1864.5597440784466,2024-06-29
Then,Action,Houston,IMAX,Evening,150,121,0.8108215721331254,18,2178,680.6393480170443,2858.6393480170445,2024-12-23
Response,Drama,Houston,IMAX,Afternoon,200,138,0.692305122601958,18,2484,653.5460053921284,3137.5460053921283,2024-07-25
Accept someone table,Action,Chicago,Standard,Afternoon,100,45,0.4596841946933107,10,450,186.2819575313191,636.2819575313191,2024-08-08
Stand cause lead,Drama,Los Angeles,3D,Late Night,100,76,0.7628973174262548,15,1140,276.73500033115045,1416.7350003311503,2024-09-17
Minute president each,Action,Los Angeles,3D,Evening,150,92,0.6196054832328928,15,1380,455.9769630018287,1835.9769630018286,2024-10-04
Also song easy,Drama,Houston,Standard,Afternoon,150,108,0.7212086697421718,10,1080,540.8029076578441,1620.8029076578441,2024-10-31
Whom research win,Action,Houston,IMAX,Morning,100,65,0.655093097010201,18,1170,227.79213041395633,1397.7921304139563,2025-01-29
Step will across,Comedy,Chicago,Standard,Morning,100,87,0.8757275515192684,10,870,497.05199084269145,1367.0519908426913,2024-11-04
Red good,Horror,Chicago,3D,Morning,150,84,0.5664801026442221,15,1260,349.2607873590815,1609.2607873590814,2025-04-24
Him improve walk,Comedy,Houston,IMAX,Late Night,200,109,0.5476024805822703,18,1962,393.4881360676317,2355.488136067632,2024-07-30
Fund above,Drama,Miami,IMAX,Afternoon,100,59,0.5970870591168401,18,1062,380.94336612666586,1442.9433661266658,2024-07-29
Child upon,Comedy,Los Angeles,Standard,Late Night,150,83,0.5545230325748587,10,830,483.54501846329885,1313.545018463299,2025-02-20
Hot mind certain open,Comedy,New York,Standard,Afternoon,200,143,0.7199912852913075,10,1430,788.7353238084984,2218.7353238084984,2025-04-06
Future occur imagine,Comedy,Los Angeles,IMAX,Morning,150,53,0.3575534087345118,18,954,167.13368348821004,1121.13368348821,2024-11-15
Method probably performance,Action,Los Angeles,IMAX,Late Night,200,88,0.44194763712804686,18,1584,334.2745096684193,1918.2745096684193,2025-04-20
Decade hand,Sci-Fi,New York,3D,Late Night,150,65,0.43982956176312105,15,975,377.0413039971932,1352.0413039971932,2024-12-30
Defense until,Horror,Los Angeles,IMAX,Evening,150,126,0.8425461387960363,18,2268,408.92026067503764,2676.9202606750378,2024-06-05
Focus home mean,Drama,Houston,Standard,Morning,100,85,0.8565920058872887,10,850,346.5436703236095,1196.5436703236096,2024-07-11
Nation,Comedy,Chicago,3D,Late Night,150,87,0.5843326172193792,15,1305,572.4969694357337,1877.4969694357337,2024-12-27
Allow wide war,Action,Los Angeles,IMAX,Morning,200,114,0.5746767415214984,18,2052,681.6081451376353,2733.6081451376353,2024-08-24
Control woman,Drama,Los Angeles,3D,Late Night,200,122,0.6105078244669772,15,1830,415.1717095545148,2245.1717095545146,2024-07-19
South director,Drama,Los Angeles,3D,Late Night,150,116,0.7742817453912285,15,1740,489.22150650433656,2229.2215065043365,2024-06-30
Society,Sci-Fi,New York,Standard,Morning,100,46,0.4608970298714139,10,460,198.94295896846535,658.9429589684653,2024-11-19
Night difference professional,Comedy,Chicago,Standard,Evening,200,147,0.7357553474102178,10,1470,603.256804551926,2073.256804551926,2024-11-22
Herself oil road,Action,Miami,3D,Morning,100,74,0.7462796444673645,15,1110,408.3493539974532,1518.3493539974531,2024-12-21
Part lead,Sci-Fi,Miami,IMAX,Morning,200,135,0.6751641254909768,18,2430,846.4009419294755,3276.4009419294753,2024-08-26
Nothing less,Action,Los Angeles,Standard,Late Night,100,62,0.6284372424898115,10,620,419.57086473369293,1039.5708647336928,2024-08-15
Even senior,Horror,Miami,3D,Evening,100,85,0.8501569138850711,15,1275,436.40956852630984,1711.4095685263098,2024-09-14
Information our wind,Comedy,Los Angeles,IMAX,Afternoon,150,30,0.2,18,540,156.0594818397788,696.0594818397788,2025-01-15
Popular power,Drama,Chicago,Standard,Evening,150,120,0.801681297929636,10,1200,662.3350264453621,1862.335026445362,2024-12-05
Billion public,Horror,New York,3D,Morning,150,75,0.5018886475308864,15,1125,382.12882861047757,1507.1288286104775,2024-12-13
Available,Sci-Fi,Miami,IMAX,Afternoon,150,48,0.3254050654715315,18,864,277.76759572146455,1141.7675957214647,2024-05-02
Though school easy,Sci-Fi,Los Angeles,3D,Morning,100,67,0.6766803899287471,15,1005,413.8966218875574,1418.8966218875573,2024-06-21
Small candidate air,Horror,Los Angeles,Standard,Late Night,200,161,0.8060487817744436,10,1610,825.9105851981392,2435.9105851981394,2024-12-14
Cut rate once,Horror,Miami,IMAX,Afternoon,200,115,0.5793827228058462,18,2070,521.7091931309502,2591.70919313095,2025-03-28
Morning market,Comedy,Houston,3D,Evening,100,84,0.8429311820804408,15,1260,253.20978359700013,1513.209783597,2024-12-13
Fill art,Sci-Fi,Miami,IMAX,Morning,150,126,0.8418417386982968,18,2268,631.924153422624,2899.924153422624,2024-09-01
Than service pressure,Comedy,Miami,3D,Evening,150,134,0.897237168037607,15,2010,781.624521552949,2791.624521552949,2024-05-06
Over hot maybe,Comedy,Miami,IMAX,Afternoon,100,84,0.8459946794057089,18,1512,431.2781058552923,1943.2781058552923,2025-02-12
Onto social without,Drama,Chicago,IMAX,Afternoon,100,71,0.7113191236607839,18,1278,289.8034989538843,1567.8034989538842,2024-12-30
Appear school,Comedy,New York,Standard,Afternoon,200,122,0.6113150458352389,10,1220,422.6982010057805,1642.6982010057804,2024-11-23
Work wear,Drama,Chicago,Standard,Evening,100,45,0.4597051282154247,10,450,305.35700892644456,755.3570089264446,2025-02-03
Yeah top ball politics,Horror,Miami,3D,Afternoon,200,112,0.5630906267805077,15,1680,468.1131116258841,2148.113111625884,2024-12-22
Official over,Drama,New York,Standard,Morning,100,47,0.47351301070257124,10,470,278.32961530583174,748.3296153058318,2025-03-23
Finish make cell,Action,Chicago,IMAX,Evening,200,200,1.0,18,3600,1125.8540748284006,4725.8540748284,2024-05-08
Paper six well,Drama,Miami,IMAX,Late Night,200,114,0.5736171281351495,18,2052,631.2433268098519,2683.243326809852,2025-04-10
Friend,Comedy,Miami,IMAX,Late Night,150,92,0.6184807210176728,18,1656,374.91600891234026,2030.9160089123402,2025-03-11
Big pick common,Comedy,Miami,Standard,Late Night,150,102,0.6827228064060701,10,1020,400.5430421960596,1420.5430421960596,2024-11-03
Reveal identify,Horror,Houston,3D,Afternoon,100,60,0.606540366955868,15,900,299.0306821730975,1199.0306821730974,2024-05-26
Value test under,Comedy,Houston,IMAX,Afternoon,200,170,0.8542576560646129,18,3060,843.5525006166207,3903.552500616621,2024-05-16
Follow someone,Action,Los Angeles,Standard,Evening,150,90,0.6066025957398322,10,900,328.6507135532133,1228.6507135532133,2025-02-14
Store TV,Action,Los Angeles,3D,Afternoon,100,62,0.6291911182855864,15,930,203.86807502616918,1133.8680750261692,2024-11-12
Close Congress,Action,Los Angeles,3D,Late Night,200,97,0.48862941214529276,15,1455,495.39007739178106,1950.390077391781,2024-10-06
News financial,Horror,New York,Standard,Morning,150,60,0.4019966233168941,10,600,184.97181971675548,784.9718197167555,2024-10-22
Operation within,Comedy,New York,Standard,Morning,100,50,0.5082346363642072,10,500,304.0235252433949,804.0235252433949,2024-09-08
Indeed world,Action,Chicago,IMAX,Morning,100,59,0.5944444804427381,18,1062,304.9993597397732,1366.9993597397731,2024-12-08
She part,Comedy,Chicago,Standard,Morning,100,53,0.535604666322411,10,530,260.85019127317076,790.8501912731708,2024-10-17
Trade city before,Drama,Miami,3D,Afternoon,150,74,0.4961368530189216,15,1110,363.7568815181847,1473.7568815181846,2024-08-15
Particular these,Sci-Fi,Los Angeles,IMAX,Evening,100,48,0.4890523804492249,18,864,148.07191776026474,1012.0719177602648,2024-07-18
Direction region half,Action,New York,IMAX,Evening,200,137,0.6875341641056958,18,2466,896.778363841719,3362.778363841719,2025-03-19
Third arm,Comedy,Houston,IMAX,Morning,100,37,0.37429194389534964,18,666,144.54792087686093,810.5479208768609,2024-10-13
Fish close little behavior,Drama,Houston,IMAX,Evening,100,81,0.8140083945534403,18,1458,541.6278573035657,1999.6278573035656,2025-02-16
Television power suffer many,Horror,Houston,Standard,Morning,100,61,0.6123659629401754,10,610,424.747405043789,1034.747405043789,2024-07-03
Especially wall,Drama,Los Angeles,IMAX,Evening,100,48,0.48136727508026034,18,864,262.2137794500229,1126.213779450023,2025-01-28
Board unit example,Action,New York,3D,Morning,200,110,0.5536186384425205,15,1650,396.48530631027984,2046.4853063102798,2024-05-29
Without base measure,Sci-Fi,Houston,Standard,Evening,100,58,0.5871765391614125,10,580,331.62852831674167,911.6285283167417,2024-06-09
Generation none,Sci-Fi,Los Angeles,Standard,Evening,150,112,0.747876176562877,10,1120,492.0767861022067,1612.0767861022068,2024-12-28
Force son summer,Drama,New York,3D,Late Night,150,120,0.8010675669034717,15,1800,749.1453191291736,2549.1453191291735,2024-05-20
Visit become,Comedy,New York,IMAX,Afternoon,150,47,0.3187241295531383,18,846,168.78267438287077,1014.7826743828707,2024-09-13
Goal parent notice,Action,Houston,Standard,Late Night,100,61,0.6172539118721125,10,610,323.9936625979734,933.9936625979734,2024-11-24
Whether president,Drama,Chicago,IMAX,Morning,100,57,0.575980080665004,18,1026,212.46689268200154,1238.4668926820016,2024-05-21
Soon plan generation,Horror,Houston,3D,Evening,150,120,0.8007010114675698,15,1800,591.018504000023,2391.018504000023,2025-01-12
When heart,Comedy,Houston,Standard,Evening,200,146,0.7319794942356533,10,1460,976.2172635764654,2436.2172635764655,2024-08-10
Relationship,Sci-Fi,Houston,3D,Late Night,200,97,0.4872046002391771,15,1455,482.12934555560406,1937.129345555604,2024-07-26
Then must your,Action,Miami,IMAX,Late Night,200,110,0.5521419096500073,18,1980,644.5652632833268,2624.5652632833267,2024-05-13
Not,Action,Miami,Standard,Afternoon,100,48,0.4805961214794766,10,480,213.44821072034753,693.4482107203476,2024-07-12
Book watch bag,Sci-Fi,Los Angeles,IMAX,Evening,150,129,0.8614010707897897,18,2322,881.1297380397754,3203.1297380397755,2025-01-11
Decision,Drama,New York,IMAX,Evening,100,70,0.7031967473007913,18,1260,292.51524067602116,1552.5152406760212,2025-02-04
Trip direction today,Comedy,Los Angeles,Standard,Late Night,100,88,0.8851786028629511,10,880,555.3932763267658,1435.3932763267658,2024-04-28
Type charge,Action,New York,Standard,Afternoon,200,118,0.5909008779278069,10,1180,686.2704680825184,1866.2704680825184,2024-05-25
Rock deep,Horror,Houston,Standard,Morning,150,74,0.49373898496343055,10,740,238.0086701483646,978.0086701483646,2024-08-26
Physical watch,Horror,New York,Standard,Morning,200,74,0.3729428411080759,10,740,479.66118525579026,1219.6611852557903,2025-04-15
Daughter information break,Comedy,New York,IMAX,Evening,100,42,0.42952904856160823,18,756,167.16769508232898,923.1676950823289,2024-11-28
System involve,Comedy,New York,Standard,Late Night,100,36,0.3623796085491765,10,360,175.64612218046443,535.6461221804644,2025-01-01
Capital choose,Horror,Los Angeles,Standard,Evening,150,111,0.7400689976517225,10,1110,653.8154947294117,1763.8154947294117,2024-11-17
Discover role,Drama,Houston,Standard,Morning,100,67,0.67630875348449,10,670,242.7778060442225,912.7778060442225,2025-03-10
Kid low,Sci-Fi,New York,Standard,Afternoon,100,36,0.36282139469518,10,360,109.56493098348571,469.56493098348574,2025-02-12
He pick example,Sci-Fi,Houston,Standard,Late Night,200,146,0.7342557471114173,10,1460,922.4386467241029,2382.438646724103,2024-09-30
Pick you,Comedy,Miami,Standard,Evening,150,94,0.6275408422474841,10,940,632.2252879959124,1572.2252879959124,2025-02-22
Middle throw,Comedy,Chicago,IMAX,Late Night,200,124,0.6220189517978324,18,2232,477.0846647515863,2709.0846647515864,2024-08-17
Paper throughout land figure,Horror,Miami,IMAX,Afternoon,100,84,0.8418330942383137,18,1512,528.3616684276951,2040.3616684276951,2024-07-22
Son final,Horror,Miami,Standard,Morning,150,110,0.7345258973798298,10,1100,467.80345057836155,1567.8034505783617,2025-02-14
Song,Action,Houston,3D,Afternoon,150,83,0.5597204028141252,15,1245,463.6868689718966,1708.6868689718967,2024-06-28
Responsibility test,Action,Los Angeles,3D,Morning,100,46,0.46632116618770686,15,690,204.73709975918374,894.7370997591837,2025-02-18
Hard crime measure,Drama,Chicago,IMAX,Afternoon,100,27,0.27722768980060425,18,486,139.48933481796212,625.4893348179621,2024-10-20
Student business,Drama,New York,IMAX,Morning,100,49,0.49212700211363697,18,882,255.1315099264553,1137.1315099264552,2024-08-21
Move record central environment,Action,New York,IMAX,Evening,200,133,0.6683304641758457,18,2394,699.4719046046828,3093.471904604683,2024-12-04
Remain treatment marriage,Action,Miami,3D,Morning,150,67,0.4519230709273224,15,1005,225.9805306260321,1230.980530626032,2025-02-07
Site difference,Drama,Chicago,IMAX,Evening,150,102,0.6803114549361542,18,1836,510.08816194171123,2346.0881619417114,2025-03-08
Message,Comedy,Chicago,3D,Evening,200,142,0.7115277824438152,15,2130,809.221885258792,2939.221885258792,2025-01-04
Second statement clearly,Sci-Fi,Chicago,3D,Morning,100,56,0.5662716027287882,15,840,173.30550959354127,1013.3055095935413,2024-11-28
Yes owner heavy,Drama,Houston,3D,Morning,100,50,0.502499612876481,15,750,180.30756217595035,930.3075621759504,2024-05-20
Various poor cause,Comedy,Houston,IMAX,Morning,100,62,0.6252982007950091,18,1116,386.2540564015658,1502.2540564015658,2024-07-05
They spring item small,Sci-Fi,Los Angeles,Standard,Afternoon,200,133,0.6662910974354114,10,1330,926.892359850402,2256.892359850402,2024-06-11
Husband forget develop,Horror,Miami,Standard,Evening,100,53,0.5364401383835731,10,530,230.87239028258932,760.8723902825893,2025-01-16
Air item,Action,Chicago,Standard,Late Night,200,162,0.8116398569619405,10,1620,987.6654005237074,2607.6654005237074,2025-03-19
Speech play,Sci-Fi,Houston,IMAX,Afternoon,200,117,0.5852117801573608,18,2106,386.0991992678592,2492.099199267859,2024-12-02
Detail study life,Action,Los Angeles,Standard,Late Night,100,60,0.6028274434417271,10,600,214.22940510448927,814.2294051044893,2024-05-27
Me he budget,Horror,Chicago,Standard,Morning,100,70,0.7062321634884835,10,700,337.3462001073452,1037.3462001073453,2024-11-04
Even carry,Action,Los Angeles,3D,Afternoon,150,95,0.6349824196895252,15,1425,504.074417189246,1929.074417189246,2024-10-02
Stay economy,Comedy,Chicago,IMAX,Morning,200,148,0.7429704950869868,18,2664,900.988782173088,3564.988782173088,2025-02-24
Growth oil,Horror,Chicago,3D,Evening,200,148,0.7430686247802736,15,2220,991.103177094048,3211.103177094048,2024-08-21
Network trouble consider,Action,New York,Standard,Late Night,150,76,0.5081343938039343,10,760,489.13698964665844,1249.1369896466585,2025-04-22
Alone range,Horror,Houston,3D,Afternoon,150,98,0.6542255287809152,15,1470,494.8918667672244,1964.8918667672244,2025-01-10
Movie land,Action,Miami,3D,Evening,200,105,0.5284410689019007,15,1575,488.5415788925872,2063.541578892587,2024-06-19
Cell fear,Sci-Fi,Houston,3D,Morning,200,123,0.6162839558664784,15,1845,397.07286817277173,2242.072868172772,2024-05-27
Several check,Comedy,Los Angeles,Standard,Morning,100,59,0.5950155014033308,10,590,245.5959016434395,835.5959016434394,2024-09-06
Good unit growth,Action,Los Angeles,Standard,Late Night,100,56,0.568782471409119,10,560,254.96195176103402,814.961951761034,2024-06-05
